id_usuario,género,edad,país,tipo_suscripción,tiempo_escucha,canciones_por_día,tasa_de_saltos,tipo_de_dispositivo,anuncios_por_semana,escucha_sin_conexion,cancelo_suscripcion
1277,Masculino,27,Francia,Premium,205,53,0.42,Móvil,0,Sí,Sí
1278,Femenino,37,Australia,Gratis,84,83,0.2,Web,7,No,No
1279,Otro,34,Australia,Premium,296,98,0.03,Móvil,0,Sí,No
1280,Masculino,36,PK,Estudiante,281,27,0.08,Computadora,0,Sí,Sí
1281,Femenino,43,Francia,Gratis,63,90,0.32,Web,49,No,Sí
1282,Femenino,40,PK,Gratis,219,71,0.2,Computadora,26,No,No
1283,Otro,57,Australia,Premium,63,73,0.1,Web,0,Sí,No
1284,Otro,43,EE.UU.,Familiar,261,55,0.15,Móvil,0,Sí,No
1285,Masculino,36,Reino Unido,Gratis,243,36,0.29,Computadora,32,No,Sí
1286,Femenino,33,PK,Premium,110,78,0.42,Web,0,Sí,No
1287,Otro,37,Australia,Estudiante,41,98,0.04,Web,0,Sí,No
1288,Otro,56,EE.UU.,Premium,140,79,0.13,Web,0,Sí,No
1289,Masculino,45,EE.UU.,Estudiante,178,97,0.52,Computadora,0,Sí,No
1290,Masculino,29,Alemania,Estudiante,179,13,0.43,Móvil,0,Sí,No
1291,Masculino,35,Canadá,Gratis,168,85,0.43,Móvil,39,No,No
1292,Femenino,24,Francia,Premium,90,7,0.56,Web,0,Sí,No
1293,Masculino,44,Canadá,Gratis,296,90,0.15,Web,26,No,Sí
1294,Otro,29,PK,Gratis,268,41,0.2,Web,38,No,Sí
1295,Otro,47,IN,Gratis,80,39,0.31,Computadora,43,No,Sí
1296,Masculino,44,Australia,Gratis,199,59,0.06,Computadora,32,No,No
1297,Masculino,53,Alemania,Estudiante,116,37,0.44,Móvil,0,Sí,No
1298,Femenino,20,Australia,Familiar,198,87,0.27,Web,0,Sí,No
1299,Femenino,25,Reino Unido,Familiar,201,31,0.17,Web,0,Sí,Sí
1300,Masculino,31,Australia,Estudiante,80,27,0.1,Web,0,Sí,No
1301,Otro,41,Australia,Estudiante,222,90,0.58,Web,0,Sí,No
1302,Femenino,43,PK,Estudiante,36,47,0.4,Web,0,Sí,Sí
1303,Femenino,18,EE.UU.,Premium,113,92,0.04,Móvil,0,Sí,No
1304,Otro,31,Canadá,Familiar,149,96,0.28,Computadora,0,Sí,No
1305,Masculino,44,Australia,Gratis,34,50,0.15,Móvil,27,No,No
1306,Masculino,27,PK,Gratis,20,68,0.0,Móvil,45,No,No
1307,Otro,21,Canadá,Gratis,198,46,0.49,Móvil,42,No,No
1308,Masculino,25,PK,Gratis,265,26,0.5,Computadora,14,No,No
1309,Masculino,43,IN,Premium,149,38,0.04,Computadora,0,Sí,No
1310,Otro,52,Canadá,Familiar,217,72,0.13,Web,0,Sí,No
1311,Otro,36,Canadá,Premium,54,24,0.56,Móvil,0,Sí,Sí
1312,Femenino,31,Francia,Estudiante,278,12,0.18,Web,0,Sí,Sí
1313,Otro,41,EE.UU.,Gratis,99,43,0.04,Web,19,No,No
1314,Masculino,57,EE.UU.,Gratis,89,4,0.24,Web,27,No,Sí
1315,Femenino,46,Francia,Familiar,245,65,0.57,Móvil,0,Sí,No
1316,Otro,16,Reino Unido,Estudiante,252,17,0.51,Móvil,0,Sí,No
1317,Masculino,20,PK,Premium,11,59,0.42,Web,0,Sí,Sí
1318,Masculino,55,Canadá,Estudiante,29,2,0.27,Móvil,0,Sí,No
1319,Otro,32,Australia,Familiar,78,95,0.15,Web,0,Sí,Sí
1320,Femenino,26,Francia,Gratis,199,95,0.47,Web,49,No,No
1321,Masculino,25,Australia,Gratis,238,34,0.18,Computadora,32,No,No
1322,Otro,57,Reino Unido,Premium,231,77,0.23,Móvil,0,Sí,No
1323,Femenino,28,Australia,Estudiante,283,17,0.04,Móvil,0,Sí,Sí
1324,Masculino,26,EE.UU.,Premium,209,78,0.58,Computadora,0,Sí,No
1325,Femenino,59,Reino Unido,Premium,227,23,0.07,Móvil,0,Sí,No
1326,Femenino,20,Canadá,Premium,36,23,0.18,Computadora,0,Sí,No
1327,Femenino,54,Francia,Familiar,117,73,0.4,Móvil,0,Sí,No
1328,Masculino,57,IN,Familiar,131,6,0.27,Web,0,Sí,Sí
1329,Otro,30,PK,Estudiante,293,30,0.56,Móvil,0,Sí,No
1330,Femenino,53,Alemania,Premium,44,67,0.18,Móvil,0,Sí,No
1331,Masculino,40,EE.UU.,Familiar,268,98,0.33,Computadora,0,Sí,No
1332,Femenino,59,Francia,Familiar,242,67,0.41,Computadora,0,Sí,No
1333,Masculino,21,Australia,Familiar,141,94,0.54,Móvil,0,Sí,Sí
1334,Femenino,48,Canadá,Familiar,277,74,0.36,Móvil,0,Sí,No
1335,Femenino,42,PK,Familiar,106,98,0.59,Computadora,0,Sí,No
1336,Femenino,37,PK,Premium,153,93,0.51,Móvil,0,Sí,Sí
1337,Otro,57,Reino Unido,Estudiante,91,33,0.06,Móvil,0,Sí,No
1338,Femenino,25,Canadá,Familiar,264,43,0.51,Web,0,Sí,No
1339,Masculino,22,EE.UU.,Familiar,163,55,0.01,Computadora,0,Sí,Sí
1340,Masculino,33,EE.UU.,Estudiante,87,87,0.22,Computadora,0,Sí,No
1341,Femenino,18,Reino Unido,Premium,155,45,0.42,Web,0,Sí,Sí
1342,Masculino,58,Francia,Gratis,90,57,0.01,Web,6,No,Sí
1343,Otro,43,PK,Estudiante,20,56,0.09,Web,0,Sí,No
1344,Masculino,33,Reino Unido,Gratis,262,56,0.16,Computadora,41,No,No
1345,Otro,19,IN,Gratis,177,59,0.32,Web,48,No,No
1346,Otro,57,Reino Unido,Estudiante,232,43,0.59,Web,0,Sí,Sí
1347,Otro,32,Australia,Estudiante,288,84,0.33,Computadora,0,Sí,No
1348,Otro,51,Canadá,Familiar,122,20,0.41,Web,0,Sí,Sí
1349,Otro,30,EE.UU.,Premium,249,21,0.53,Móvil,0,Sí,No
1350,Masculino,34,EE.UU.,Estudiante,177,22,0.18,Web,0,Sí,No
1351,Masculino,57,Canadá,Familiar,59,19,0.25,Computadora,0,Sí,No
1352,Femenino,51,Australia,Gratis,79,61,0.11,Web,27,No,Sí
1353,Otro,22,Canadá,Familiar,30,39,0.33,Computadora,0,Sí,No
1354,Femenino,29,Reino Unido,Premium,26,35,0.28,Computadora,0,Sí,Sí
1355,Otro,33,IN,Gratis,182,67,0.49,Web,31,No,No
1356,Femenino,48,Canadá,Familiar,193,41,0.17,Computadora,0,Sí,No
1357,Masculino,35,IN,Estudiante,82,26,0.31,Móvil,0,Sí,Sí
1358,Femenino,32,Canadá,Gratis,114,34,0.16,Web,16,No,No
1359,Femenino,17,PK,Premium,92,65,0.16,Web,0,Sí,No
1360,Otro,56,Reino Unido,Gratis,265,50,0.05,Web,19,No,No
1361,Masculino,53,IN,Familiar,45,77,0.55,Computadora,0,Sí,No
1362,Otro,42,Reino Unido,Familiar,177,60,0.04,Computadora,0,Sí,No
1363,Otro,19,Francia,Gratis,16,48,0.06,Web,47,No,No
1364,Masculino,18,Francia,Estudiante,238,42,0.51,Computadora,0,Sí,No
1365,Masculino,49,PK,Familiar,290,21,0.53,Móvil,0,Sí,Sí
1366,Otro,24,Alemania,Premium,88,7,0.33,Móvil,0,Sí,No
1367,Femenino,47,EE.UU.,Premium,119,50,0.57,Móvil,0,Sí,Sí
1368,Femenino,18,IN,Familiar,52,74,0.0,Web,0,Sí,Sí
1369,Femenino,58,PK,Estudiante,223,2,0.01,Computadora,0,Sí,No
1370,Otro,21,Reino Unido,Estudiante,240,55,0.01,Computadora,0,Sí,Sí
1371,Femenino,48,Francia,Gratis,62,14,0.58,Computadora,10,No,No
1372,Masculino,49,Australia,Gratis,121,99,0.28,Móvil,47,No,No
1373,Masculino,52,Reino Unido,Estudiante,173,45,0.41,Web,0,Sí,No
1374,Masculino,25,EE.UU.,Estudiante,56,91,0.08,Computadora,0,Sí,Sí
1375,Otro,32,Reino Unido,Gratis,113,95,0.06,Web,22,No,Sí
1376,Masculino,44,EE.UU.,Estudiante,253,87,0.26,Computadora,0,Sí,No
1377,Otro,50,EE.UU.,Gratis,205,25,0.13,Web,13,No,No
1378,Femenino,58,Francia,Estudiante,20,46,0.49,Computadora,0,Sí,No
1379,Masculino,16,Australia,Familiar,240,31,0.5,Web,0,Sí,No
1380,Otro,47,IN,Premium,92,95,0.21,Web,0,Sí,No
1381,Otro,23,Reino Unido,Premium,288,82,0.39,Computadora,0,Sí,No
1382,Otro,43,EE.UU.,Gratis,273,96,0.37,Móvil,41,No,No
1383,Masculino,45,IN,Estudiante,19,4,0.02,Web,0,Sí,Sí
1384,Masculino,23,PK,Familiar,271,57,0.54,Computadora,0,Sí,No
1385,Otro,38,Reino Unido,Estudiante,72,61,0.2,Web,0,Sí,No
1386,Femenino,48,IN,Gratis,114,72,0.48,Web,44,No,Sí
1387,Masculino,31,Reino Unido,Premium,283,73,0.17,Móvil,0,Sí,No
1388,Otro,56,IN,Gratis,245,92,0.28,Móvil,38,No,No
1389,Femenino,47,EE.UU.,Gratis,116,21,0.24,Web,46,No,No
1390,Otro,31,EE.UU.,Gratis,126,22,0.15,Web,42,No,No
1391,Otro,59,Canadá,Estudiante,114,13,0.01,Móvil,0,Sí,No
1392,Masculino,45,IN,Gratis,31,47,0.22,Móvil,13,No,No
1393,Masculino,53,IN,Gratis,57,90,0.5,Computadora,15,No,No
1394,Otro,34,Reino Unido,Gratis,272,30,0.46,Móvil,12,No,No
1395,Masculino,53,Australia,Estudiante,264,70,0.23,Web,0,Sí,No
1396,Otro,53,Canadá,Premium,191,9,0.24,Móvil,0,Sí,Sí
1397,Otro,44,Alemania,Estudiante,229,6,0.33,Computadora,0,Sí,No
1398,Masculino,33,EE.UU.,Gratis,74,67,0.15,Computadora,14,No,No
1399,Femenino,51,IN,Premium,98,38,0.59,Web,0,Sí,No
1400,Otro,17,Alemania,Familiar,29,33,0.55,Computadora,0,Sí,Sí
1401,Femenino,43,Reino Unido,Gratis,21,16,0.34,Computadora,38,No,No
1402,Masculino,20,PK,Gratis,58,75,0.08,Web,47,No,No
1403,Masculino,42,Alemania,Familiar,292,64,0.09,Web,0,Sí,No
1404,Masculino,54,Francia,Premium,49,13,0.04,Computadora,0,Sí,No
1405,Masculino,41,Alemania,Premium,126,86,0.33,Web,0,Sí,Sí
1406,Otro,50,Australia,Gratis,192,94,0.5,Móvil,44,No,No
1407,Masculino,28,PK,Familiar,294,41,0.15,Computadora,0,Sí,No
1408,Femenino,42,Australia,Estudiante,123,29,0.19,Computadora,0,Sí,No
1409,Otro,31,Francia,Premium,139,16,0.13,Computadora,0,Sí,No
1410,Masculino,34,Australia,Premium,55,17,0.39,Web,0,Sí,No
1411,Otro,26,Australia,Gratis,228,74,0.3,Web,40,No,No
1412,Femenino,45,Alemania,Estudiante,204,93,0.33,Computadora,0,Sí,No
1413,Femenino,24,EE.UU.,Premium,199,81,0.26,Web,0,Sí,No
1414,Otro,56,PK,Familiar,71,48,0.28,Web,0,Sí,No
1415,Femenino,39,Francia,Familiar,251,25,0.22,Móvil,0,Sí,Sí
1416,Otro,51,IN,Familiar,77,25,0.24,Computadora,0,Sí,No
1417,Femenino,20,EE.UU.,Gratis,23,15,0.12,Web,5,No,No
1418,Otro,19,IN,Estudiante,30,19,0.26,Computadora,0,Sí,No
1419,Otro,30,PK,Familiar,114,49,0.3,Web,0,Sí,No
1420,Otro,43,PK,Gratis,48,78,0.36,Móvil,19,No,No
1421,Otro,44,Australia,Estudiante,33,12,0.41,Web,0,Sí,No
1422,Femenino,59,Alemania,Premium,121,62,0.41,Computadora,0,Sí,Sí
1423,Femenino,16,Canadá,Gratis,147,4,0.58,Web,47,No,No
1424,Femenino,48,PK,Estudiante,103,88,0.54,Computadora,0,Sí,No
1425,Femenino,33,Alemania,Premium,222,10,0.27,Móvil,0,Sí,No
1426,Masculino,45,PK,Familiar,58,41,0.17,Móvil,0,Sí,No
1427,Otro,27,PK,Familiar,297,30,0.07,Computadora,0,Sí,No
1428,Masculino,17,Alemania,Gratis,117,83,0.26,Móvil,9,No,No
1429,Otro,49,Francia,Premium,131,49,0.04,Móvil,0,Sí,No
1430,Masculino,36,IN,Gratis,97,12,0.44,Computadora,32,No,No
1431,Femenino,53,Alemania,Familiar,112,35,0.42,Web,0,Sí,Sí
1432,Masculino,34,Canadá,Familiar,185,10,0.41,Móvil,0,Sí,Sí
1433,Otro,36,IN,Familiar,131,16,0.5,Computadora,0,Sí,No
1434,Otro,25,Reino Unido,Premium,56,53,0.12,Computadora,0,Sí,Sí
1435,Femenino,43,Francia,Estudiante,64,53,0.4,Computadora,0,Sí,Sí
1436,Masculino,42,Australia,Familiar,160,91,0.27,Móvil,0,Sí,No
1437,Otro,26,IN,Familiar,134,98,0.18,Computadora,0,Sí,No
1438,Masculino,16,Reino Unido,Premium,160,15,0.03,Computadora,0,Sí,No
1439,Masculino,48,Reino Unido,Premium,47,46,0.2,Web,0,Sí,No
1440,Masculino,53,EE.UU.,Gratis,15,26,0.02,Móvil,29,No,Sí
1441,Femenino,22,Alemania,Premium,291,58,0.12,Computadora,0,Sí,No
1442,Otro,19,Reino Unido,Gratis,75,21,0.24,Computadora,10,No,No
1443,Femenino,52,Francia,Premium,130,53,0.2,Computadora,0,Sí,No
1444,Otro,20,Francia,Premium,96,50,0.49,Computadora,0,Sí,Sí
1445,Otro,18,Canadá,Estudiante,284,1,0.13,Móvil,0,Sí,Sí
1446,Otro,40,Francia,Estudiante,173,56,0.39,Web,0,Sí,No
1447,Otro,40,PK,Familiar,238,43,0.01,Computadora,0,Sí,No
1448,Otro,38,PK,Gratis,52,14,0.49,Móvil,8,No,No
1449,Otro,51,PK,Estudiante,212,97,0.29,Web,0,Sí,No
1450,Masculino,36,IN,Premium,246,45,0.18,Móvil,0,Sí,No
1451,Masculino,51,Canadá,Familiar,59,88,0.14,Móvil,0,Sí,Sí
1452,Masculino,40,Canadá,Estudiante,250,81,0.34,Web,0,Sí,No
1453,Otro,25,PK,Gratis,138,7,0.37,Móvil,9,No,No
1454,Otro,45,Francia,Premium,75,4,0.17,Web,0,Sí,Sí
1455,Otro,30,Alemania,Premium,53,92,0.22,Móvil,0,Sí,No
1456,Otro,47,Canadá,Gratis,168,25,0.35,Web,6,No,Sí
1457,Femenino,30,IN,Premium,109,76,0.41,Computadora,0,Sí,No
1458,Femenino,46,Reino Unido,Gratis,22,63,0.36,Computadora,37,No,No
1459,Femenino,59,Francia,Estudiante,188,85,0.55,Computadora,0,Sí,Sí
1460,Otro,41,Francia,Familiar,12,41,0.41,Computadora,0,Sí,No
1461,Masculino,55,Australia,Gratis,62,20,0.57,Computadora,28,No,No
1462,Femenino,30,Australia,Gratis,278,11,0.27,Móvil,15,No,No
1463,Masculino,59,Francia,Familiar,34,85,0.3,Web,0,Sí,Sí
1464,Otro,26,EE.UU.,Familiar,28,28,0.31,Computadora,0,Sí,Sí
1465,Femenino,34,Reino Unido,Gratis,175,14,0.07,Computadora,48,No,No
1466,Masculino,44,Francia,Familiar,217,31,0.01,Web,0,Sí,No
1467,Otro,45,Reino Unido,Gratis,178,92,0.08,Web,16,No,Sí
1468,Otro,37,EE.UU.,Familiar,135,47,0.42,Móvil,0,Sí,No
1469,Otro,24,IN,Premium,216,40,0.4,Web,0,Sí,No
1470,Otro,29,EE.UU.,Familiar,203,93,0.26,Web,0,Sí,Sí
1471,Masculino,23,Alemania,Estudiante,69,14,0.04,Móvil,0,Sí,Sí
1472,Masculino,28,Francia,Premium,280,9,0.33,Móvil,0,Sí,No
1473,Otro,49,Reino Unido,Premium,200,91,0.47,Móvil,0,Sí,No
1474,Femenino,39,EE.UU.,Gratis,174,82,0.24,Web,17,No,No
1475,Otro,19,EE.UU.,Estudiante,192,1,0.17,Computadora,0,Sí,Sí
1476,Masculino,43,Francia,Estudiante,65,91,0.09,Computadora,0,Sí,No
1477,Otro,55,IN,Gratis,39,91,0.29,Móvil,32,No,Sí
1478,Masculino,20,IN,Familiar,108,90,0.56,Web,0,Sí,No
1479,Femenino,32,Reino Unido,Gratis,114,25,0.28,Web,21,No,No
1480,Otro,48,Australia,Premium,142,29,0.3,Móvil,0,Sí,No
1481,Masculino,28,IN,Gratis,25,58,0.04,Web,32,No,No
1482,Otro,50,Reino Unido,Familiar,28,81,0.37,Móvil,0,Sí,Sí
1483,Femenino,39,PK,Familiar,104,83,0.16,Móvil,0,Sí,No
1484,Masculino,58,Reino Unido,Gratis,49,1,0.23,Web,45,No,No
1485,Femenino,49,Australia,Premium,213,85,0.15,Computadora,0,Sí,Sí
1486,Femenino,21,Alemania,Premium,262,39,0.23,Web,0,Sí,No
1487,Otro,33,Alemania,Familiar,224,25,0.3,Móvil,0,Sí,No
1488,Femenino,35,Francia,Familiar,238,80,0.1,Web,0,Sí,No
1489,Femenino,38,Australia,Estudiante,216,81,0.44,Móvil,0,Sí,Sí
1490,Masculino,32,Reino Unido,Estudiante,75,71,0.5,Computadora,0,Sí,Sí
1491,Femenino,58,Australia,Premium,275,13,0.59,Web,0,Sí,No
1492,Femenino,24,Canadá,Estudiante,13,27,0.5,Web,0,Sí,No
1493,Otro,33,Canadá,Estudiante,37,87,0.29,Computadora,0,Sí,No
1494,Otro,42,Australia,Familiar,126,5,0.35,Computadora,0,Sí,No
1495,Otro,23,Reino Unido,Estudiante,50,61,0.42,Web,0,Sí,Sí
1496,Masculino,27,PK,Familiar,195,3,0.27,Web,0,Sí,Sí
1497,Otro,27,Francia,Gratis,145,57,0.36,Móvil,19,No,No
1498,Femenino,48,Australia,Familiar,48,11,0.5,Computadora,0,Sí,No
1499,Masculino,46,Canadá,Familiar,290,60,0.42,Móvil,0,Sí,No
1500,Masculino,20,Alemania,Estudiante,215,9,0.0,Móvil,0,Sí,No
1501,Femenino,57,Reino Unido,Familiar,267,95,0.32,Computadora,0,Sí,Sí
1502,Otro,45,Canadá,Premium,71,68,0.18,Computadora,0,Sí,Sí
1503,Otro,17,Reino Unido,Familiar,147,86,0.44,Computadora,0,Sí,No
1504,Femenino,43,Francia,Premium,252,68,0.13,Computadora,0,Sí,No
1505,Femenino,54,PK,Estudiante,253,68,0.46,Móvil,0,Sí,No
1506,Femenino,55,EE.UU.,Premium,157,35,0.19,Computadora,0,Sí,No
1507,Masculino,18,EE.UU.,Familiar,123,41,0.42,Web,0,Sí,No
1508,Masculino,23,Canadá,Familiar,171,84,0.11,Móvil,0,Sí,No
1509,Femenino,43,Canadá,Estudiante,112,31,0.6,Computadora,0,Sí,No
1510,Masculino,58,Reino Unido,Gratis,85,58,0.04,Web,30,No,Sí
1511,Otro,33,Alemania,Familiar,153,85,0.04,Web,0,Sí,No
1512,Masculino,37,PK,Familiar,254,84,0.01,Computadora,0,Sí,No
1513,Femenino,53,Reino Unido,Estudiante,211,47,0.06,Web,0,Sí,Sí
1514,Femenino,40,PK,Familiar,155,61,0.46,Móvil,0,Sí,Sí
1515,Masculino,40,EE.UU.,Gratis,124,76,0.34,Web,42,No,No
1516,Femenino,18,Reino Unido,Estudiante,120,23,0.45,Web,0,Sí,No
1517,Otro,25,PK,Gratis,122,82,0.27,Web,47,No,No
1518,Masculino,59,Reino Unido,Gratis,135,63,0.08,Web,30,No,No
1519,Masculino,25,Canadá,Gratis,24,29,0.29,Computadora,9,No,No
1520,Masculino,40,PK,Gratis,84,6,0.32,Web,18,No,No
1521,Otro,35,Canadá,Premium,15,40,0.37,Móvil,0,Sí,Sí
1522,Otro,37,PK,Familiar,219,9,0.02,Computadora,0,Sí,No
1523,Masculino,21,IN,Familiar,81,17,0.32,Web,0,Sí,No
1524,Femenino,44,Alemania,Gratis,222,51,0.4,Web,17,No,No
1525,Masculino,36,IN,Premium,165,45,0.46,Computadora,0,Sí,No
1526,Masculino,57,Canadá,Estudiante,130,7,0.08,Móvil,0,Sí,Sí
1527,Masculino,30,Alemania,Familiar,175,84,0.04,Web,0,Sí,Sí
1528,Femenino,30,Reino Unido,Estudiante,299,61,0.53,Web,0,Sí,No
1529,Femenino,49,Francia,Estudiante,38,13,0.16,Computadora,0,Sí,No
1530,Otro,19,PK,Familiar,12,83,0.2,Computadora,0,Sí,No
1531,Masculino,20,Reino Unido,Gratis,61,1,0.27,Computadora,43,No,Sí
1532,Otro,19,Australia,Familiar,219,58,0.22,Computadora,0,Sí,No
1533,Otro,20,Australia,Gratis,120,46,0.0,Web,16,No,Sí
1534,Femenino,59,Alemania,Premium,92,86,0.44,Computadora,0,Sí,No
1535,Masculino,41,Reino Unido,Estudiante,65,87,0.47,Web,0,Sí,Sí
1536,Otro,46,Francia,Estudiante,271,13,0.48,Web,0,Sí,No
1537,Otro,26,Reino Unido,Familiar,270,4,0.15,Web,0,Sí,Sí
1538,Femenino,51,Alemania,Premium,180,64,0.59,Computadora,0,Sí,No
1539,Otro,46,Australia,Gratis,154,95,0.21,Móvil,37,No,No
1540,Masculino,16,Alemania,Gratis,76,30,0.58,Web,6,No,Sí
1541,Masculino,27,Reino Unido,Premium,36,57,0.39,Móvil,0,Sí,No
1542,Otro,59,EE.UU.,Premium,79,24,0.28,Móvil,0,Sí,No
1543,Otro,58,Francia,Familiar,238,74,0.2,Computadora,0,Sí,Sí
1544,Femenino,57,IN,Familiar,64,71,0.03,Computadora,0,Sí,No
1545,Femenino,30,PK,Premium,258,50,0.11,Móvil,0,Sí,Sí
1546,Otro,24,Alemania,Familiar,228,72,0.38,Web,0,Sí,No
1547,Femenino,51,Alemania,Gratis,43,4,0.08,Web,41,No,No
1548,Femenino,50,Australia,Gratis,162,40,0.24,Web,11,No,No
1549,Otro,33,IN,Familiar,144,66,0.05,Computadora,0,Sí,No
1550,Femenino,31,EE.UU.,Familiar,74,78,0.39,Computadora,0,Sí,Sí
1551,Masculino,28,Alemania,Estudiante,213,48,0.22,Computadora,0,Sí,Sí
1552,Femenino,47,Reino Unido,Familiar,108,56,0.28,Web,0,Sí,No
1553,Masculino,23,Francia,Gratis,127,95,0.27,Móvil,16,No,No
1554,Masculino,59,Francia,Gratis,295,8,0.41,Web,47,No,Sí
1555,Femenino,19,PK,Estudiante,71,50,0.27,Computadora,0,Sí,No
1556,Masculino,35,Reino Unido,Premium,156,44,0.56,Móvil,0,Sí,No
1557,Femenino,44,IN,Estudiante,35,64,0.39,Móvil,0,Sí,No
1558,Femenino,36,Reino Unido,Estudiante,149,21,0.26,Web,0,Sí,No
1559,Femenino,52,PK,Estudiante,160,46,0.3,Móvil,0,Sí,No
1560,Masculino,48,Reino Unido,Estudiante,190,26,0.51,Web,0,Sí,Sí
1561,Otro,56,Canadá,Premium,37,9,0.29,Computadora,0,Sí,No
1562,Femenino,20,PK,Gratis,48,76,0.17,Móvil,13,No,No
1563,Femenino,57,Australia,Familiar,148,96,0.17,Computadora,0,Sí,No
1564,Femenino,17,Alemania,Premium,156,23,0.03,Computadora,0,Sí,No
1565,Masculino,40,EE.UU.,Premium,171,45,0.42,Web,0,Sí,No
1566,Masculino,54,PK,Familiar,276,39,0.16,Web,0,Sí,Sí
1567,Otro,38,Canadá,Familiar,178,96,0.07,Web,0,Sí,No
1568,Femenino,30,Reino Unido,Gratis,193,66,0.57,Computadora,43,No,Sí
1569,Femenino,36,Alemania,Gratis,68,20,0.47,Web,17,No,No
1570,Masculino,47,PK,Gratis,237,74,0.5,Móvil,48,No,Sí
1571,Femenino,39,Alemania,Estudiante,54,20,0.19,Computadora,0,Sí,No
1572,Femenino,16,Australia,Familiar,29,67,0.11,Móvil,0,Sí,Sí
1573,Otro,48,PK,Premium,265,61,0.05,Móvil,0,Sí,No
1574,Masculino,59,PK,Estudiante,138,72,0.2,Móvil,0,Sí,No
1575,Femenino,58,Reino Unido,Premium,165,21,0.02,Móvil,0,Sí,No
1576,Otro,41,Canadá,Familiar,135,12,0.32,Web,0,Sí,No
1577,Femenino,41,Reino Unido,Gratis,156,9,0.31,Móvil,25,No,No
1578,Otro,49,Reino Unido,Familiar,289,88,0.32,Web,0,Sí,No
1579,Masculino,36,Francia,Gratis,205,33,0.25,Web,46,No,Sí
1580,Masculino,58,EE.UU.,Estudiante,158,66,0.04,Computadora,0,Sí,No
1581,Masculino,47,Francia,Estudiante,150,52,0.03,Web,0,Sí,No
1582,Masculino,42,Alemania,Estudiante,83,12,0.04,Computadora,0,Sí,No
1583,Otro,27,PK,Gratis,216,49,0.05,Móvil,31,No,No
1584,Femenino,34,PK,Premium,99,78,0.43,Computadora,0,Sí,No
1585,Masculino,36,Australia,Familiar,171,55,0.15,Móvil,0,Sí,Sí
1586,Otro,18,Canadá,Estudiante,126,15,0.08,Web,0,Sí,No
1587,Femenino,39,Alemania,Premium,133,52,0.57,Web,0,Sí,No
1588,Femenino,56,Australia,Estudiante,289,29,0.13,Computadora,0,Sí,No
1589,Masculino,21,EE.UU.,Gratis,215,30,0.55,Móvil,10,No,No
1590,Masculino,50,Canadá,Premium,90,51,0.1,Computadora,0,Sí,Sí
1591,Femenino,51,Alemania,Estudiante,208,89,0.11,Móvil,0,Sí,Sí
1592,Femenino,59,Australia,Gratis,88,32,0.1,Móvil,22,No,No
1593,Femenino,17,EE.UU.,Gratis,18,82,0.02,Móvil,38,No,Sí
1594,Femenino,58,Australia,Estudiante,10,5,0.12,Computadora,0,Sí,No
1595,Otro,40,Francia,Estudiante,232,43,0.54,Web,0,Sí,Sí
1596,Femenino,28,EE.UU.,Gratis,110,26,0.31,Móvil,40,No,Sí
1597,Femenino,55,EE.UU.,Premium,147,98,0.08,Computadora,0,Sí,Sí
1598,Otro,17,Australia,Estudiante,48,51,0.07,Computadora,0,Sí,No
1599,Otro,23,PK,Premium,254,46,0.49,Web,0,Sí,No
1600,Femenino,16,PK,Estudiante,268,16,0.33,Computadora,0,Sí,Sí
1601,Masculino,55,Reino Unido,Familiar,220,54,0.31,Web,0,Sí,Sí
1602,Masculino,39,Francia,Gratis,299,56,0.24,Web,15,No,No
1603,Masculino,48,Canadá,Premium,252,33,0.36,Móvil,0,Sí,No
1604,Masculino,35,IN,Familiar,75,92,0.38,Computadora,0,Sí,Sí
1605,Femenino,20,Alemania,Estudiante,62,94,0.52,Computadora,0,Sí,Sí
1606,Masculino,44,Canadá,Premium,86,4,0.43,Computadora,0,Sí,No
1607,Femenino,24,IN,Premium,128,30,0.11,Computadora,0,Sí,No
1608,Otro,59,PK,Gratis,68,17,0.5,Computadora,38,No,No
1609,Masculino,23,IN,Familiar,74,59,0.16,Móvil,0,Sí,No
1610,Femenino,49,Canadá,Familiar,170,45,0.21,Computadora,0,Sí,No
1611,Femenino,39,Australia,Premium,266,28,0.4,Computadora,0,Sí,No
1612,Otro,58,IN,Premium,69,27,0.23,Móvil,0,Sí,No
1613,Otro,31,IN,Premium,125,56,0.21,Móvil,0,Sí,No
1614,Femenino,25,PK,Estudiante,60,31,0.29,Web,0,Sí,No
1615,Femenino,56,PK,Premium,202,82,0.41,Computadora,0,Sí,No
1616,Masculino,17,PK,Familiar,227,65,0.48,Móvil,0,Sí,No
1617,Masculino,34,Francia,Familiar,80,62,0.08,Móvil,0,Sí,Sí
1618,Masculino,51,IN,Gratis,176,9,0.09,Web,39,No,No
1619,Femenino,43,Australia,Gratis,218,77,0.14,Computadora,35,No,Sí
1620,Femenino,28,Australia,Premium,241,47,0.28,Web,0,Sí,No
1621,Masculino,38,EE.UU.,Gratis,16,50,0.48,Móvil,20,No,Sí
1622,Masculino,28,Canadá,Familiar,217,47,0.36,Web,0,Sí,No
1623,Otro,44,EE.UU.,Premium,293,39,0.48,Computadora,0,Sí,No
1624,Masculino,42,Alemania,Familiar,59,52,0.3,Web,0,Sí,Sí
1625,Femenino,49,PK,Estudiante,99,11,0.12,Web,0,Sí,No
