identificacion,fecha,precio,dormitorios,baños,metros2habitable,metros2lote,metros2arriba,metros2sotano,pisos,año_construccion,año_renovacion,latitud,longitud
1853080570,20140811T000000,859900.0,4,2.75,314.94117,585.1030939999999,314.94117,0.0,2.0,2011,0,47.5906,-122.062
3629920030,20140808T000000,520000.0,4,2.25,175.58667,279.266418,175.58667,0.0,2.0,2003,0,47.5461,-121.998
1604602050,20140711T000000,460000.0,3,2.5,149.57383,234.765881,100.33524,49.23859,2.0,2005,0,47.5674,-122.29
6844700810,20140901T000000,438924.0,3,1.5,97.54814999999999,426.42477,78.96755,18.5806,1.0,1949,0,47.6943,-122.29
66000070,20150406T000000,315000.0,2,1.0,58.52889,608.51465,58.52889,0.0,1.0,1918,0,47.5486,-122.38
6665800030,20140718T000000,590000.0,4,2.75,270.34773,989.41695,165.36734,104.98039,1.0,1975,0,47.6658,-122.188
2205700350,20141104T000000,378500.0,4,1.75,157.9351,802.68192,78.96755,78.96755,1.0,1955,0,47.5772,-122.153
5466000030,20140603T000000,328500.0,3,2.5,181.16085,755.30139,181.16085,0.0,2.0,1990,0,47.3875,-122.161
6189200125,20150325T000000,849950.0,3,3.0,277.77997,907.941019,277.77997,0.0,2.0,1973,0,47.6344,-122.174
9169600135,20141027T000000,525000.0,3,1.5,125.41905,557.418,83.6127,41.80635,1.0,1950,0,47.5275,-122.391
2625069070,20150410T000000,1385000.0,4,3.25,451.50858,16845.079057,451.50858,0.0,2.5,1993,0,47.6179,-122.005
8732131090,20150428T000000,295000.0,4,2.5,200.67048,717.675675,135.63838,65.0321,1.0,1978,0,47.3078,-122.378
9286000240,20140711T000000,1067000.0,6,3.5,451.50858,1095.605079,358.60558,92.903,2.0,1998,0,47.5521,-122.137
1895000260,20140721T000000,207950.0,2,2.0,82.68367,464.515,82.68367,0.0,1.0,1917,0,47.5158,-122.264
8691370400,20141216T000000,699900.0,4,2.75,261.05743,678.377706,261.05743,0.0,2.0,2002,0,47.5985,-121.977
5423010350,20150210T000000,1280000.0,5,2.5,315.8702,882.5785,315.8702,0.0,2.0,1977,0,47.5645,-122.082
8562501040,20141120T000000,452000.0,4,1.5,146.78674,682.83705,89.18688,57.59986,1.0,1963,0,47.6734,-122.154
2475200140,20150205T000000,370000.0,3,2.0,156.07704,467.859508,156.07704,0.0,1.0,1987,0,47.4734,-122.186
7942100310,20150127T000000,232000.0,3,1.75,120.7739,1043.30069,120.7739,0.0,1.0,1968,0,47.3811,-122.087
3760000030,20141030T000000,669950.0,5,2.5,261.98646,1306.401986,221.10914,40.87732,2.0,1960,0,47.7081,-122.215
1727500340,20140614T000000,397500.0,3,2.0,140.28353,623.37913,99.40621,40.87732,1.0,1972,0,47.7193,-122.216
9828702519,20140512T000000,490000.0,2,2.5,114.27069,129.228073,80.82561,33.44508,2.0,2004,0,47.6192,-122.301
4432600075,20150128T000000,725000.0,4,2.0,196.02533,384.61842,158.86413,37.1612,2.0,1925,2003,47.5836,-122.387
7806300030,20140917T000000,299000.0,3,2.75,286.14124,1824.150405,149.57383,136.56741,1.0,1958,0,47.3841,-122.284
9274202270,20140818T000000,625000.0,2,1.5,138.42547,534.19225,110.55457,27.8709,1.5,1900,0,47.5872,-122.39
7852030960,20141106T000000,437500.0,3,2.5,196.95436,418.0635,196.95436,0.0,2.0,2000,0,47.5322,-121.88
7852170140,20150510T000000,650000.0,4,2.5,295.43154,505.20651399999997,295.43154,0.0,2.0,2003,0,47.5416,-121.864
7518503335,20140519T000000,475000.0,2,1.0,138.42547,355.353975,79.89658,58.52889,1.0,1929,0,47.6799,-122.381
5467900070,20140502T000000,342000.0,3,2.0,179.30279,1109.912141,179.30279,0.0,1.0,1966,0,47.3672,-122.151
1245002952,20141015T000000,1197350.0,4,2.5,257.34131,724.6434,257.34131,0.0,2.0,1999,0,47.684,-122.205
8906200070,20150210T000000,280000.0,3,1.5,155.14801,1078.60383,155.14801,0.0,1.0,1963,0,47.4404,-122.191
5379805885,20140521T000000,240000.0,2,1.75,123.56099,668.9016,123.56099,0.0,1.0,1993,0,47.4467,-122.281
2769600560,20140527T000000,529000.0,3,1.0,112.41263,309.181184,112.41263,0.0,1.5,1924,0,47.6729,-122.363
9238901420,20150202T000000,442000.0,3,1.0,110.55457,473.8053,95.69009,14.86448,1.0,1941,0,47.5346,-122.385
5113400431,20140508T000000,615000.0,2,1.0,143.07062,638.429416,76.18046,66.89016,1.0,1946,0,47.6454,-122.373
3885805665,20140612T000000,1485000.0,4,3.75,374.39909,1003.3524,374.39909,0.0,2.0,2006,0,47.6821,-122.196
8121200810,20150505T000000,585000.0,4,1.75,225.75429,702.253777,146.78674,78.96755,1.0,1981,0,47.7206,-122.11
5126310400,20150305T000000,480000.0,4,2.5,241.5478,723.435661,241.5478,0.0,2.0,2005,0,47.4877,-122.139
7322910030,20140721T000000,1095000.0,5,3.5,409.70223,5301.323889,409.70223,0.0,2.0,1990,0,47.6554,-122.018
2827100070,20141105T000000,290000.0,4,1.0,123.56099,760.3181519999999,123.56099,0.0,1.5,1949,0,47.7343,-122.347
9276201895,20140820T000000,615000.0,3,1.75,176.5157,464.515,88.25785,88.25785,1.0,1951,0,47.5789,-122.393
4402700070,20150311T000000,300000.0,2,1.0,102.1933,713.49504,102.1933,0.0,1.0,1950,0,47.7439,-122.339
1922059046,20141029T000000,308000.0,3,1.0,183.94794,3637.15245,146.78674,37.1612,1.5,1932,0,47.3818,-122.225
925059288,20150507T000000,750000.0,3,2.5,222.9672,719.533735,222.9672,0.0,2.0,2001,0,47.6734,-122.173
4386700135,20141114T000000,2250000.0,4,2.25,442.21828,746.568508,314.94117,127.27711,2.5,1916,0,47.6415,-122.285
1923069078,20140805T000000,890000.0,4,3.25,295.43154,18049.009034,295.43154,0.0,2.0,2005,0,47.4711,-122.084
1432400335,20150325T000000,288000.0,3,1.0,110.55457,702.34668,110.55457,0.0,1.0,1958,0,47.452,-122.177
1180003090,20140906T000000,190000.0,2,1.0,58.52889,557.418,58.52889,0.0,1.0,1943,2005,47.4973,-122.221
726049331,20150326T000000,515000.0,5,3.0,235.04459,474.269815,141.21256,93.83203,1.0,2005,0,47.7546,-122.341
3340401555,20141105T000000,235000.0,4,1.5,157.00607,1026.949762,157.00607,0.0,1.0,1930,0,47.4667,-122.215
7453000070,20140818T000000,275000.0,2,1.0,87.32882,464.515,87.32882,0.0,1.0,1951,0,47.5186,-122.374
4348800030,20141121T000000,727500.0,2,2.0,115.19972,847.182457,115.19972,0.0,1.0,1952,0,47.6221,-122.193
7202331420,20140620T000000,650000.0,4,2.5,282.42512,611.952061,282.42512,0.0,2.0,2003,0,47.683,-122.039
3225079035,20140618T000000,1600000.0,6,5.0,562.06315,21428.262756,562.06315,0.0,2.0,2001,0,47.6033,-121.943
6381500700,20141105T000000,365000.0,4,1.0,147.71577,658.217755,147.71577,0.0,1.5,1944,0,47.7315,-122.305
339500160,20141008T000000,662000.0,3,1.75,232.2575,3432.487141,232.2575,0.0,1.0,1984,0,47.6917,-122.084
1545807610,20150429T000000,270500.0,3,2.5,165.36734,729.102744,122.63195999999999,42.73538,1.0,1978,0,47.3608,-122.056
1843200240,20150505T000000,200000.0,2,1.5,126.34808,176.329894,126.34808,0.0,2.0,1978,0,47.2852,-122.19
4403600270,20150224T000000,970000.0,4,3.25,440.36021999999997,7081.99569,440.36021999999997,0.0,2.0,1987,0,47.5931,-122.071
2008200060,20140624T000000,160000.0,3,1.5,93.83203,891.8688,93.83203,0.0,1.0,1962,0,47.4097,-122.316
1521069070,20150218T000000,204000.0,3,1.0,96.61912,687.946715,96.61912,0.0,1.0,1971,0,47.3105,-122.021
2459500310,20150218T000000,358000.0,3,2.25,149.57383,618.269465,149.57383,0.0,2.0,1985,0,47.4296,-122.161
6204420070,20150501T000000,452000.0,4,1.75,145.85771,768.122004,145.85771,0.0,1.0,1979,0,47.7373,-122.197
5694500105,20141204T000000,595000.0,2,2.0,140.28353,371.612,93.83203,46.4515,1.0,1900,0,47.6582,-122.345
5466410030,20150410T000000,249000.0,3,2.0,126.34808,565.0360459999999,126.34808,0.0,1.0,1994,0,47.3577,-122.16
9485740340,20150310T000000,346900.0,4,2.5,183.01891,474.362718,183.01891,0.0,2.0,1999,0,47.449,-122.205
622049114,20150218T000000,2125000.0,3,2.5,501.954909,2236.082307,501.954909,0.0,2.0,1976,0,47.4169,-122.348
2270000070,20141030T000000,280000.0,4,2.5,144.92867999999999,404.12805,144.92867999999999,0.0,2.0,2003,0,47.5025,-122.186
1310900260,20141013T000000,318888.0,4,1.75,215.53496,1114.836,210.88981,4.64515,1.0,1973,0,47.3644,-122.28
224069094,20140911T000000,530000.0,3,2.25,196.95436,3764.243754,196.95436,0.0,1.0,1967,0,47.5896,-122.009
7800800160,20141121T000000,375000.0,3,2.25,196.95436,1718.7055,196.95436,0.0,2.0,1983,0,47.3914,-122.169
2944000240,20150422T000000,910000.0,4,2.5,311.22505,2716.669526,311.22505,0.0,2.0,1988,0,47.7197,-122.131
4139400710,20140523T000000,782000.0,4,2.5,221.10914,893.169442,221.10914,0.0,2.0,1991,0,47.5623,-122.116
7899800860,20150319T000000,259950.0,2,2.0,99.40621,60.294047,66.89016,32.51605,2.0,2008,0,47.5213,-122.357
2473420140,20140923T000000,315000.0,4,2.75,213.6769,1705.69908,144.92867999999999,68.74822,1.0,1979,0,47.4518,-122.16
5000500055,20140528T000000,215000.0,2,1.0,122.63195999999999,823.585095,122.63195999999999,0.0,1.0,1943,0,47.4949,-122.3
4099500935,20140723T000000,705000.0,3,1.75,202.52854,949.561563,105.90942,96.61912,1.0,1946,0,47.5885,-122.248
1373800295,20141013T000000,1450000.0,3,3.0,406.91514,587.14696,332.59274,74.3224,2.0,1952,0,47.6452,-122.411
4025300135,20150508T000000,451000.0,3,1.75,166.29637,911.657139,166.29637,0.0,2.0,1949,0,47.749,-122.305
3294700310,20140902T000000,261000.0,2,1.0,69.67725,754.836875,69.67725,0.0,1.0,1943,0,47.4727,-122.198
8718500075,20141117T000000,396000.0,3,1.5,120.7739,769.23684,120.7739,0.0,1.0,1956,0,47.7403,-122.256
4309710240,20140722T000000,725000.0,4,2.5,277.77997,2709.98051,277.77997,0.0,2.0,1999,0,47.5146,-122.117
5486800070,20140620T000000,1950000.0,7,3.5,431.06992,1415.377205,265.70258,165.36734,2.0,1965,2003,47.5666,-122.231
236400320,20140715T000000,238000.0,4,1.0,130.0642,672.803526,130.0642,0.0,1.5,1959,0,47.4339,-122.291
4376700570,20150427T000000,750000.0,6,1.75,255.48325,888.431389,255.48325,0.0,2.0,1973,0,47.6368,-122.097
8648100200,20141027T000000,331500.0,4,2.5,190.45115,954.206713,190.45115,0.0,2.0,1998,0,47.3628,-122.075
3624079046,20141028T000000,460000.0,4,3.0,207.17369,10117.1367,130.99323,76.18046,1.0,1978,0,47.52,-121.845
1921069084,20140707T000000,404950.0,4,2.25,217.39302,20161.251642,217.39302,0.0,1.0,1982,0,47.2953,-122.083
6431500140,20141217T000000,880000.0,3,2.5,266.63161,479.658189,266.63161,0.0,2.0,2014,0,47.6935,-122.352
2725069050,20140613T000000,863000.0,4,2.5,382.76036,2078.24011,382.76036,0.0,2.0,1997,0,47.6239,-122.023
5307100060,20141216T000000,638700.0,3,1.75,193.23824,851.177286,127.27711,65.96113,1.0,1960,0,47.5846,-122.168
7203102050,20140728T000000,435000.0,3,2.5,170.94152,527.68904,170.94152,0.0,2.0,2008,0,47.6969,-122.026
561000075,20141231T000000,260000.0,3,1.0,109.62554,497.03105,109.62554,0.0,1.5,1959,0,47.505,-122.259
2436701180,20140814T000000,671500.0,5,2.75,200.67048,371.612,142.14159,58.52889,1.5,1927,0,47.667,-122.289
809002765,20141022T000000,610000.0,3,1.0,109.62554,315.8702,109.62554,0.0,1.5,1907,0,47.6376,-122.353
4045500710,20141218T000000,405000.0,2,0.75,107.76748,1396.239187,80.82561,26.94187,1.0,1937,0,47.6929,-121.87
5104510270,20140718T000000,338900.0,4,2.5,170.01248999999999,521.371636,170.01248999999999,0.0,2.0,2003,0,47.3572,-122.015
98020350,20150123T000000,720000.0,4,4.0,297.2896,716.096324,297.2896,0.0,2.0,2004,0,47.5816,-121.97
1714900060,20150424T000000,442000.0,5,3.0,237.83168,505.856835,163.50928,74.3224,1.5,1927,0,47.5502,-122.311
1189000030,20140603T000000,650000.0,5,2.75,236.90265,468.23112,236.90265,0.0,1.5,1902,0,47.6136,-122.299
2473360060,20150102T000000,263500.0,3,1.75,123.56099,921.319051,96.61912,26.94187,1.0,1981,0,47.4478,-122.161
222069082,20141217T000000,300000.0,2,1.0,113.34166,7041.489982,113.34166,0.0,1.0,1963,0,47.4219,-122.007
8669160310,20141209T000000,266000.0,3,2.5,167.68991499999998,316.056006,167.68991499999998,0.0,2.0,2009,0,47.3521,-122.212
1526069135,20141211T000000,930000.0,4,4.0,562.06315,7891.366626,385.54745,176.5157,2.5,2009,0,47.7466,-122.029
1088650310,20150127T000000,530000.0,4,2.5,215.53496,510.316179,215.53496,0.0,2.0,2004,0,47.7727,-122.229
8945200860,20141211T000000,180000.0,3,1.0,128.577752,832.41088,128.577752,0.0,1.0,1965,0,47.3062,-122.371
7853240200,20140516T000000,619000.0,3,2.5,252.69616,598.202417,252.69616,0.0,2.0,2005,0,47.5422,-121.86
7511800070,20140821T000000,264000.0,3,1.5,169.08346,985.515024,169.08346,0.0,1.0,1962,0,47.3366,-122.306
2998800125,20140701T000000,730000.0,2,2.25,197.88339,457.08276,142.14159,55.7418,1.5,1941,0,47.573,-122.409
3876300310,20141022T000000,439000.0,4,2.25,191.38018,935.5332099999999,191.38018,0.0,2.0,1975,0,47.7258,-122.177
5419800510,20141117T000000,268500.0,4,1.75,131.92226,696.7725,100.33524,31.58702,1.0,1981,0,47.4025,-122.176
192460060,20140715T000000,330000.0,3,1.75,140.28353,1462.664832,140.28353,0.0,1.0,1985,0,47.476,-121.755
7942601895,20140819T000000,640000.0,3,2.5,200.67048,371.612,182.08988,18.5806,1.5,1903,2013,47.6045,-122.307
7504010570,20140708T000000,900000.0,3,2.5,295.43154,1170.5778,295.43154,0.0,2.0,1978,0,47.6366,-122.058
1442740140,20140930T000000,370000.0,3,2.25,196.02533,1235.6099,196.02533,0.0,2.0,1985,0,47.3725,-122.06
6909200575,20150314T000000,685000.0,3,2.0,191.38018,269.4187,123.56099,67.81919,1.5,1931,0,47.5897,-122.292
2525069041,20140904T000000,505000.0,3,1.5,170.01248999999999,20234.2734,93.83203,76.18046,1.0,1981,0,47.6277,-121.972
3620069036,20141021T000000,265000.0,3,1.75,169.08346,3034.769398,169.08346,0.0,1.0,1966,0,47.1803,-121.974
2781280390,20150324T000000,290000.0,3,2.5,149.57383,272.856111,149.57383,0.0,2.0,2006,0,47.4489,-122.188
9542830350,20140902T000000,296000.0,4,2.5,165.36734,334.4508,165.36734,0.0,2.0,2006,0,47.3665,-122.017
1123049053,20150213T000000,360000.0,4,2.5,170.94152,892.890733,170.94152,0.0,2.0,1996,0,47.4964,-122.251
8018600765,20140604T000000,240500.0,3,1.75,135.63838,983.285352,91.97397,43.66441,1.0,1997,0,47.492,-122.317
3278600240,20140722T000000,372500.0,2,2.5,130.0642,274.807074,130.0642,0.0,2.0,2007,0,47.5496,-122.373
7846200070,20141002T000000,595000.0,3,2.5,313.08311,1337.989006,313.08311,0.0,2.0,2004,0,47.5008,-121.776
662310400,20141017T000000,515000.0,4,3.0,333.52177,766.356847,333.52177,0.0,2.0,1997,0,47.2846,-122.341
8651100140,20140805T000000,1220000.0,4,2.25,297.2896,1427.6404009999999,297.2896,0.0,2.0,1962,0,47.5494,-122.216
8682250350,20141009T000000,507000.0,2,1.75,155.14801,600.15338,155.14801,0.0,1.0,2004,0,47.7123,-122.027
3211230260,20150204T000000,399950.0,4,2.0,224.82526,2923.192895,224.82526,0.0,1.0,1984,0,47.3131,-122.115
4233400340,20140820T000000,185000.0,3,1.75,132.85129,1004.838848,132.85129,0.0,2.0,1994,0,47.3122,-121.996
7199350340,20140825T000000,460000.0,3,1.75,133.78032,656.82421,133.78032,0.0,1.0,1980,0,47.6947,-122.125
3904901710,20150224T000000,435500.0,3,2.25,134.70935,444.912467,134.70935,0.0,2.0,1985,0,47.5665,-122.018
240000058,20150408T000000,469000.0,4,2.75,329.80565,1294.882014,195.09629999999999,134.70935,1.0,1966,0,47.425,-122.283
6865200444,20140505T000000,531000.0,2,3.0,117.98681,109.161025,103.12233,14.86448,2.0,2000,0,47.6634,-122.34
9498200046,20150206T000000,443500.0,2,1.0,87.32882,632.112012,87.32882,0.0,1.0,1949,0,47.7047,-122.373
1796380960,20141126T000000,223000.0,3,2.0,155.14801,633.970072,120.7739,34.37411,1.0,1990,0,47.3666,-122.084
5631500868,20150417T000000,590000.0,4,3.5,287.9993,1471.769326,222.9672,65.0321,2.0,1996,0,47.7466,-122.242
3126049411,20141209T000000,340000.0,2,2.5,102.1933,163.50928,102.1933,0.0,3.0,1997,0,47.6972,-122.35
2321300390,20141105T000000,650000.0,3,2.0,173.72861,314.755364,114.27069,59.45792,1.0,1925,0,47.6372,-122.395
3905040800,20140925T000000,533600.0,3,2.5,179.30279,471.94724,179.30279,0.0,2.0,1990,0,47.5694,-122.001
4379400260,20140610T000000,695000.0,3,2.75,235.97362,436.086682,235.97362,0.0,2.0,2005,0,47.6214,-122.024
5115000160,20140617T000000,242000.0,3,1.75,118.91584,699.002172,118.91584,0.0,1.5,1988,0,47.3961,-122.188
2826049234,20150114T000000,425000.0,3,2.25,169.08346,818.847042,118.91584,50.16762,1.0,1967,0,47.7162,-122.309
6600700030,20150506T000000,525000.0,3,2.25,138.42547,874.588842,138.42547,0.0,2.0,1981,0,47.6844,-122.113
3904930240,20140922T000000,485000.0,3,2.5,174.65764,511.152306,174.65764,0.0,2.0,1988,0,47.5737,-122.018
9407110700,20150113T000000,175000.0,3,1.0,116.12875,908.1268249999999,116.12875,0.0,1.0,1971,0,47.4474,-121.771
1682500160,20140619T000000,210000.0,3,2.0,133.78032,669.83063,133.78032,0.0,1.0,1983,0,47.3128,-122.184
8078570390,20150415T000000,260000.0,3,2.5,178.37376,688.875745,178.37376,0.0,2.0,1989,0,47.4022,-122.171
3010300240,20140623T000000,577000.0,3,2.5,191.38018,534.19225,123.56099,67.81919,1.0,1976,0,47.5671,-122.391
9500900135,20141021T000000,200000.0,3,1.5,112.41263,983.656964,112.41263,0.0,1.0,1958,0,47.2876,-122.212
461001615,20150225T000000,605000.0,2,1.75,163.50928,464.515,87.32882,76.18046,1.0,1927,0,47.682,-122.372
6411600069,20140521T000000,325000.0,3,1.0,91.97397,627.09525,91.97397,0.0,1.0,1947,0,47.7125,-122.331
7812800565,20140814T000000,289500.0,3,1.0,89.18688,594.5792,76.18046,13.00642,1.0,1944,0,47.496,-122.239
7548300731,20140808T000000,559950.0,3,2.5,154.21898,135.452574,154.21898,0.0,3.0,2014,0,47.5876,-122.309
8925100390,20150406T000000,1042500.0,3,1.75,176.5157,870.965625,123.56099,52.95471,1.0,1941,0,47.6821,-122.273
7010700292,20141009T000000,543500.0,3,2.25,117.98681,259.19937,91.97397,26.01284,1.0,1970,0,47.6581,-122.396
9485951170,20140522T000000,480000.0,4,2.25,301.93475,3185.922579,301.93475,0.0,2.0,1983,0,47.3496,-122.094
5437820310,20140523T000000,218000.0,3,1.0,89.18688,894.934599,89.18688,0.0,1.0,1982,0,47.1951,-122.001
582000135,20140622T000000,565000.0,2,1.75,123.56099,557.418,89.18688,34.37411,1.0,1914,1945,47.6539,-122.396
3204800370,20141212T000000,426700.0,3,1.75,193.23824,715.3531,148.6448,44.59344,1.0,1968,0,47.5375,-122.178
8832900550,20140912T000000,650000.0,3,2.5,249.90906999999999,1075.352225,197.88339,52.02568,1.0,1957,0,47.7605,-122.267
9550204515,20140924T000000,542000.0,2,1.0,82.68367,284.28318,71.53531,11.14836,1.0,1910,0,47.6663,-122.326
7199330390,20140624T000000,415000.0,3,1.75,99.40621,743.224,99.40621,0.0,1.0,1977,0,47.6978,-122.13
6131600060,20140815T000000,214000.0,3,1.0,111.4836,772.581348,111.4836,0.0,1.0,1953,0,47.3221,-122.215
5379805460,20150121T000000,245000.0,3,1.5,126.34808,827.76573,126.34808,0.0,2.0,1949,0,47.4488,-122.275
7212652180,20140701T000000,314500.0,3,2.0,190.45115,1235.888609,190.45115,0.0,1.0,1993,0,47.2681,-122.31
6379500640,20150409T000000,1120000.0,3,1.5,278.709,534.19225,185.806,92.903,2.0,1924,0,47.5821,-122.39
4315700060,20150303T000000,378000.0,2,2.0,120.7739,357.67655,74.3224,46.4515,1.0,1963,0,47.5395,-122.39
3329500060,20140728T000000,305000.0,4,2.5,209.03175,844.581173,124.49002,84.54173,1.0,1982,0,47.336,-122.269
4140090320,20150320T000000,595000.0,5,2.75,347.45722,627.09525,183.94794,163.50928,1.0,1978,0,47.7679,-122.261
9385200045,20150512T000000,729500.0,3,2.5,154.21898,101.357173,142.14159,12.07739,3.0,2015,0,47.5818,-122.402
7852180340,20140930T000000,430000.0,3,2.5,219.25108,622.357197,219.25108,0.0,2.0,2003,0,47.5317,-121.853
1545804340,20150409T000000,240000.0,3,1.75,163.50928,603.8695,106.83845,56.67083,1.0,1987,0,47.3647,-122.05
2490200320,20150320T000000,545000.0,3,1.75,156.07704,575.9986,156.07704,0.0,1.5,1916,0,47.5338,-122.384
2218000335,20140707T000000,530000.0,3,1.75,122.63195999999999,232.2575,80.82561,41.80635,1.0,1918,0,47.6681,-122.305
922049078,20141118T000000,157000.0,1,1.0,80.82561,2445.764378,80.82561,0.0,1.0,1939,0,47.4152,-122.3
2586800270,20150407T000000,425000.0,4,1.0,117.05778,710.243435,117.05778,0.0,1.5,1925,0,47.5044,-122.35
4338800370,20141117T000000,220000.0,3,1.0,92.903,559.27606,92.903,0.0,1.0,1944,0,47.4793,-122.346
7214700350,20141124T000000,521000.0,4,1.75,187.66406,3381.6692,143.99965,43.66441,1.0,1976,0,47.7627,-122.076
3226200105,20140523T000000,325000.0,3,1.0,178.37376,637.500386,104.05136,74.3224,1.0,1952,0,47.5193,-122.274
2324039036,20150403T000000,597500.0,3,2.0,199.74145,501.6762,128.20614,71.53531,1.5,1911,0,47.555,-122.379
7849202231,20140723T000000,337000.0,3,2.5,136.56741,369.382328,136.56741,0.0,2.0,1999,0,47.526,-121.826
5196410260,20150422T000000,1000000.0,3,2.5,295.43154,974.738276,295.43154,0.0,2.0,1991,0,47.655,-122.124
3760500116,20141120T000000,3070000.0,3,2.5,365.10879,5190.211901,216.46399,148.6448,1.0,1957,0,47.7022,-122.224
2985800030,20140507T000000,495000.0,3,1.0,91.97397,557.418,91.97397,0.0,1.0,1943,0,47.6718,-122.267
259900160,20150102T000000,748000.0,4,3.5,257.34131,309.36699,183.01891,74.3224,2.0,2001,0,47.6327,-122.109
708000030,20140902T000000,888000.0,3,1.5,116.12875,809.18513,116.12875,0.0,1.0,1953,0,47.6245,-122.198
192460310,20150324T000000,269900.0,3,1.75,105.90942,2068.671101,105.90942,0.0,1.0,1986,0,47.4761,-121.758
9412200260,20141113T000000,496500.0,4,2.5,209.03175,1341.5193199999999,143.99965,65.0321,1.0,1967,0,47.5221,-122.045
1062100116,20150121T000000,475000.0,3,2.5,152.36092,473.526591,152.36092,0.0,2.0,1969,0,47.7522,-122.278
6798100662,20140527T000000,312000.0,3,1.5,116.593265,127.64872199999999,116.593265,0.0,3.0,2004,0,47.7145,-122.311
1775920350,20141124T000000,323000.0,3,1.0,119.84487,1136.296593,119.84487,0.0,1.0,1976,0,47.7404,-122.11
2525500260,20141124T000000,331000.0,3,1.75,120.7739,843.466337,120.7739,0.0,1.0,1986,0,47.4834,-122.159
6145600041,20140514T000000,306000.0,3,1.5,113.34166,100.892658,113.34166,0.0,3.0,2007,0,47.7049,-122.353
3300701615,20140930T000000,655000.0,4,2.5,244.33489,371.612,244.33489,0.0,3.0,2002,0,47.6915,-122.381
5151600340,20140709T000000,290000.0,3,1.5,181.16085,1482.174462,181.16085,0.0,1.0,1959,0,47.336,-122.319
7613700521,20140802T000000,1250000.0,4,3.25,293.57348,464.515,219.25108,74.3224,2.0,1965,0,47.6597,-122.274
2710600045,20140616T000000,460000.0,3,1.75,143.99965,437.387324,79.89658,64.10307,1.0,1949,0,47.6759,-122.286
5101405124,20140912T000000,435000.0,4,2.5,157.9351,592.72114,78.96755,78.96755,1.0,1940,0,47.6988,-122.319
6067910030,20150316T000000,664000.0,4,2.75,233.18653,1103.68764,151.43189,81.75464,1.0,1978,0,47.5427,-122.181
1959701890,20140729T000000,865000.0,4,1.75,167.2254,388.33454,167.2254,0.0,2.0,1921,0,47.6462,-122.318
1402200340,20140813T000000,385000.0,3,1.75,167.2254,1672.254,111.4836,55.7418,1.0,1968,0,47.4406,-122.146
3558900070,20140718T000000,497000.0,3,2.25,173.72861,865.391445,125.41905,48.30956,1.0,1975,0,47.705,-122.202
7846700310,20140623T000000,280000.0,2,1.0,93.83203,278.709,93.83203,0.0,1.0,1925,0,47.4965,-121.785
3348401740,20150127T000000,188000.0,2,1.5,104.05136,1624.594761,104.05136,0.0,1.0,1924,0,47.5024,-122.271
3013300288,20140930T000000,478500.0,3,1.0,194.16727,441.753765,111.4836,82.68367,1.0,1969,0,47.5304,-122.387
7852070060,20140731T000000,1145000.0,4,3.5,405.98611,1705.791983,405.98611,0.0,2.0,2001,0,47.544,-121.872
5029450160,20140815T000000,222000.0,3,2.0,133.78032,667.693861,90.11591,43.66441,1.0,1981,0,47.291,-122.368
3526069070,20140528T000000,799000.0,4,3.0,239.68974,19465.315269,239.68974,0.0,2.0,1984,0,47.6932,-122.006
5104540240,20140609T000000,609900.0,4,2.5,296.36057,687.3892969999999,296.36057,0.0,2.0,2006,0,47.3558,-122.004
3438500486,20141016T000000,413000.0,4,3.5,221.10914,539.673527,162.58025,58.52889,2.0,1995,0,47.5536,-122.359
5102400105,20141013T000000,400000.0,4,1.0,131.92226,452.902125,131.92226,0.0,1.5,1930,0,47.6942,-122.321
2346200030,20150105T000000,802541.0,5,2.75,277.77997,628.767504,277.77997,0.0,2.0,2014,0,47.5462,-122.182
1321710030,20140519T000000,320000.0,3,2.5,248.98004,720.648571,248.98004,0.0,2.0,1990,0,47.2918,-122.346
7853290030,20150311T000000,507000.0,4,2.5,253.62519,710.615047,253.62519,0.0,2.0,2006,0,47.5441,-121.882
1566100400,20140924T000000,387500.0,3,1.0,113.34166,773.789087,113.34166,0.0,1.0,1946,0,47.6982,-122.298
1775800800,20150224T000000,396000.0,3,1.0,139.3545,1172.064248,139.3545,0.0,1.0,1967,0,47.7415,-122.101
9133600075,20140821T000000,373000.0,3,1.75,170.01248999999999,1095.140564,132.85129,37.1612,1.0,1958,0,47.4862,-122.224
5450900060,20140923T000000,1484900.0,5,2.5,424.56671,1788.568556,424.56671,0.0,2.0,1965,0,47.5553,-122.22
1402600700,20140721T000000,359900.0,4,2.25,229.47041,715.167294,229.47041,0.0,2.0,1983,0,47.4406,-122.141
8024200350,20150304T000000,410000.0,2,1.0,74.3224,403.384826,62.24501,12.07739,1.0,1927,0,47.6997,-122.316
3121500340,20140712T000000,690000.0,4,2.5,269.4187,2182.105664,269.4187,0.0,2.0,1992,0,47.6726,-122.03
7697870860,20140625T000000,245000.0,3,2.0,130.99323,535.12128,130.99323,0.0,1.0,1985,0,47.3702,-122.185
7527200030,20141229T000000,700000.0,5,2.5,262.91549,2411.576074,149.57383,113.34166,1.0,1979,0,47.5896,-122.083
2013200390,20140922T000000,268000.0,4,1.75,156.07704,925.871298,102.1933,53.88374,1.0,1977,0,47.3923,-122.311
766500030,20140610T000000,225000.0,3,1.75,163.50928,2420.587665,85.47076,78.03852,1.0,1979,0,47.3664,-122.1
